domain,head,names,share_of_domain
disease,division,26,0.0006
disease,immunity,26,0.0006
disease,obstruction,26,0.0006
disease,kidney,26,0.0006
disease,fibrosis,26,0.0006
disease,necrosis,26,0.0006
disease,count,26,0.0006
disease,malformations,26,0.0006
disease,childhood,26,0.0006
disease,bronchiole,25,0.0006
disease,column,25,0.0006
disease,dust,25,0.0006
disease,hypertrophy,25,0.0006
disease,contracture,25,0.0006
disease,lipodystrophy,25,0.0006
disease,glomerulonephritis,25,0.0006
disease,hereditary,25,0.0006
disease,defects,25,0.0006
disease,nucleus,24,0.0006
disease,eyelid,24,0.0006
disease,migration,24,0.0006
disease,hypersensitivity,24,0.0006
disease,localization,24,0.0006
disease,penis,24,0.0006
disease,media,24,0.0006
disease,coloboma,24,0.0006
disease,paralysis,24,0.0006
disease,ichthyosis,24,0.0006
disease,hypomyelinating,24,0.0006
disease,antibodies,24,0.0006
disease,ciliopathy,24,0.0006
disease,plexus,23,0.0005
disease,motility,23,0.0005
disease,proportion,23,0.0005
disease,brain,23,0.0005
disease,vasculitis,23,0.0005
disease,liposarcoma,23,0.0005
disease,spectrum,23,0.0005
disease,ganglion,23,0.0005
disease,formation,22,0.0005
disease,fluid,22,0.0005
disease,transduction,22,0.0005
disease,vesicle,22,0.0005
disease,impairment,22,0.0005
disease,lesion,22,0.0005
disease,liver,22,0.0005
disease,thrombosis,22,0.0005
disease,pattern,22,0.0005
disease,wall,22,0.0005
disease,dysostosis,22,0.0005
disease,osteosarcoma,22,0.0005
disease,variant,22,0.0005
disease,ependymoma,22,0.0005
disease,congenita,22,0.0005
disease,placode,22,0.0005
disease,plate,22,0.0005
disease,derivative,21,0.0005
disease,atrium,21,0.0005
disease,stature,21,0.0005
disease,abnormality,21,0.0005
disease,aorta,21,0.0005
disease,acidosis,21,0.0005
disease,mesothelioma,21,0.0005
disease,features,21,0.0005
disease,amaurosis,21,0.0005
disease,toxicity,21,0.0005
disease,hormone,20,0.0005
disease,fibroblast,20,0.0005
disease,thymocyte,20,0.0005
disease,breast,20,0.0005
disease,septum,20,0.0005
disease,production,20,0.0005
disease,movement,20,0.0005
disease,transmission,20,0.0005
disease,pigmentation,20,0.0005
disease,cells,20,0.0005
disease,arthritis,20,0.0005
disease,vertebrae,20,0.0005
disease,level,20,0.0005
disease,meningitis,20,0.0005
disease,conjunctivitis,20,0.0005
disease,asthma,20,0.0005
disease,glioma,20,0.0005
disease,infancy,20,0.0005
disease,uteri,20,0.0005
disease,hamster,20,0.0005
disease,monkey,20,0.0005
disease,manus,20,0.0005
disease,mesoderm,20,0.0005
disease,pad,20,0.0005
disease,space,19,0.0004
disease,genitalia,19,0.0004
disease,ureter,19,0.0004
disease,weakness,19,0.0004
disease,glands,19,0.0004
disease,agnosia,19,0.0004
disease,module,19,0.0004
disease,related,19,0.0004
disease,thrombocytopenia,19,0.0004
disease,craniosynostosis,19,0.0004
disease,pes,19,0.0004
disease,part,18,0.0004
disease,positive,18,0.0004
disease,sac,18,0.0004
disease,pressure,18,0.0004
disease,mass,18,0.0004
disease,chemotaxis,18,0.0004
disease,head,18,0.0004
disease,eyelashes,18,0.0004
disease,vagina,18,0.0004
disease,synostosis,18,0.0004
disease,pelvis,18,0.0004
disease,dementia,18,0.0004
disease,bodies,18,0.0004
disease,cysts,18,0.0004
disease,aneurysm,18,0.0004
disease,neonatal,18,0.0004
disease,ectoderm,18,0.0004
disease,steroid,17,0.0004
disease,zwitterion,17,0.0004
disease,progenitor,17,0.0004
disease,thymus,17,0.0004
disease,gallbladder,17,0.0004
disease,face,17,0.0004
disease,biome,17,0.0004
disease,signaling,17,0.0004
disease,proliferation,17,0.0004
disease,ulcer,17,0.0004
disease,jaw,17,0.0004
disease,cystadenoma,17,0.0004
disease,leukoencephalopathy,17,0.0004
disease,vitreoretinopathy,17,0.0004
disease,predisposition,17,0.0004
disease,medaka,17,0.0004
disease,component,16,0.0004
disease,spleen,16,0.0004
disease,ligament,16,0.0004
disease,radiation,16,0.0004
disease,organism,16,0.0004
disease,segregation,16,0.0004
disease,elongation,16,0.0004
disease,pregnancy,16,0.0004
disease,function,16,0.0004
disease,microcephaly,16,0.0004
disease,infections,16,0.0004
disease,pancreatitis,16,0.0004
disease,intolerance,16,0.0004
disease,radius,16,0.0004
disease,humerus,16,0.0004
disease,heart,16,0.0004
disease,diarrhea,16,0.0004
disease,granuloma,16,0.0004
disease,paraganglioma,16,0.0004
disease,keratitis,16,0.0004
disease,testis,16,0.0004
disease,cholangitis,16,0.0004
disease,cystadenocarcinoma,16,0.0004
disease,neoplasia,16,0.0004
disease,histiocytosis,16,0.0004
disease,reversal,16,0.0004
disease,involvement,16,0.0004
disease,cation,15,0.0003
disease,potential,15,0.0003
disease,pain,15,0.0003
disease,tooth,15,0.0003
disease,hernia,15,0.0003
disease,nose,15,0.0003
disease,fossa,15,0.0003
disease,erythematosus,15,0.0003
disease,femur,15,0.0003
disease,metaphysis,15,0.0003
disease,infantile,15,0.0003
disease,colitis,15,0.0003
disease,occlusion,15,0.0003
disease,polyneuropathy,15,0.0003
disease,gastritis,15,0.0003
disease,angiosarcoma,15,0.0003
disease,trunk,15,0.0003
disease,salt,14,0.0003
disease,fiber,14,0.0003
disease,rectum,14,0.0003
disease,stress,14,0.0003
disease,size,14,0.0003
disease,mouth,14,0.0003
disease,sequence,14,0.0003
disease,resistance,14,0.0003
disease,keratoderma,14,0.0003
disease,callosum,14,0.0003
disease,dislocation,14,0.0003
disease,tachycardia,14,0.0003
disease,clitoris,14,0.0003
disease,osteoporosis,14,0.0003
disease,blood,14,0.0003
disease,grade,14,0.0003
disease,injury,14,0.0003
disease,fibrosarcoma,14,0.0003
disease,choriocarcinoma,14,0.0003
disease,urticaria,14,0.0003
disease,autosomal,14,0.0003
disease,polyposis,14,0.0003
disease,tpq,14,0.0003
disease,pouch,14,0.0003
disease,capsule,13,0.0003
disease,phosphorylation,13,0.0003
disease,acceptor,13,0.0003
disease,growth,13,0.0003
disease,sleep,13,0.0003
disease,hypogonadism,13,0.0003
disease,ridge,13,0.0003
disease,block,13,0.0003
disease,ulna,13,0.0003
disease,fibula,13,0.0003
disease,fingers,13,0.0003
disease,tibia,13,0.0003
disease,pericardium,13,0.0003
disease,chondrosarcoma,13,0.0003
disease,neuroblastoma,13,0.0003
disease,arrest,13,0.0003
disease,blindness,13,0.0003
disease,dermatomyositis,13,0.0003
disease,adenofibroma,13,0.0003
disease,myositis,13,0.0003
disease,sickness,13,0.0003
disease,uveitis,13,0.0003
disease,buffalo,13,0.0003
disease,deer,13,0.0003
disease,genus,13,0.0003
disease,sphincter,13,0.0003
disease,ion,12,0.0003
disease,phosphate,12,0.0003
disease,role,12,0.0003
disease,medulla,12,0.0003
disease,initiation,12,0.0003
disease,trimer,12,0.0003
disease,adhesion,12,0.0003
disease,death,12,0.0003
disease,reflex,12,0.0003
disease,sinusitis,12,0.0003
disease,diaphragm,12,0.0003
disease,hypothyroidism,12,0.0003
disease,arteries,12,0.0003
disease,spasticity,12,0.0003
disease,amyotrophy,12,0.0003
disease,fat,12,0.0003
disease,suture,12,0.0003
disease,cornea,12,0.0003
disease,ophthalmoplegia,12,0.0003
disease,isolated,12,0.0003
disease,microphthalmia,12,0.0003
disease,myoclonic,12,0.0003
disease,syphilis,12,0.0003
disease,nephropathy,12,0.0003
disease,abscess,12,0.0003
disease,deletion,12,0.0003
disease,dependence,12,0.0003
disease,porphyria,12,0.0003
disease,reflux,12,0.0003
disease,hamartoma,12,0.0003
disease,bullosa,12,0.0003
disease,like,12,0.0003
disease,variable,12,0.0003
disease,osteopetrosis,12,0.0003
disease,zellweger,12,0.0003
disease,microdeletion,12,0.0003
disease,quail,12,0.0003
disease,llama,12,0.0003
disease,boundary,12,0.0003
environment,product,251,0.0530
environment,soil,142,0.0300
environment,water,137,0.0289
environment,biome,126,0.0266
environment,material,107,0.0226
environment,entity,86,0.0182
environment,atom,78,0.0165
environment,environment,71,0.0150
environment,system,65,0.0137
environment,zone,62,0.0131
environment,lake,59,0.0125
environment,ice,59,0.0125
environment,facility,56,0.0118
environment,layer,53,0.0112
environment,forest,48,0.0101
environment,compound,46,0.0097
environment,sediment,45,0.0095
environment,radiation,34,0.0072
environment,plant,32,0.0068
environment,snow,32,0.0068
environment,structure,32,0.0068
environment,epithelium,32,0.0068
environment,area,28,0.0059
environment,front,28,0.0059
environment,beverage,28,0.0059
environment,region,26,0.0055
environment,ecosystem,26,0.0055
environment,acid,25,0.0053
environment,surface,25,0.0053
environment,cloud,25,0.0053
environment,tissue,25,0.0053
environment,body,23,0.0049
environment,field,23,0.0049
environment,energy,23,0.0049
environment,anion,22,0.0046
environment,spring,21,0.0044
environment,cave,20,0.0042
environment,quality,20,0.0042
environment,dust,20,0.0042
environment,pond,18,0.0038
environment,bed,17,0.0036
environment,fluid,17,0.0036
environment,vessel,17,0.0036
environment,sand,16,0.0034
environment,wall,16,0.0034
environment,wind,16,0.0034
environment,mesenchyme,16,0.0034
environment,derivative,15,0.0032
environment,salt,15,0.0032
environment,crest,15,0.0032
environment,planet,15,0.0032
environment,cfr,15,0.0032
environment,organ,15,0.0032
environment,muscle,15,0.0032
environment,inhibitor,14,0.0030
environment,particle,14,0.0030
environment,island,14,0.0030
environment,floor,14,0.0030
environment,building,14,0.0030
environment,mass,14,0.0030
environment,phosphate,13,0.0027
environment,gas,13,0.0027
environment,reef,13,0.0027
environment,dam,13,0.0027
environment,column,13,0.0027
environment,flow,13,0.0027
environment,atmosphere,13,0.0027
environment,mountain,13,0.0027
environment,mesoderm,13,0.0027
environment,part,12,0.0025
environment,stream,12,0.0025
environment,unit,12,0.0025
environment,manure,12,0.0025
geology.mineral,sadanagaite,13,0.0197
geology.rock,udcs,415,0.1368
geology.rock,rock,285,0.0940
geology.rock,mudstone,80,0.0264
geology.rock,limestone,78,0.0257
geology.rock,sandstone,71,0.0234
geology.rock,psammite,65,0.0214
geology.rock,semipelite,64,0.0211
geology.rock,gabbro,51,0.0168
geology.rock,pelite,46,0.0152
geology.rock,tuff,45,0.0148
geology.rock,basalt,42,0.0138
geology.rock,breccia,41,0.0135
geology.rock,andesite,36,0.0119
geology.rock,siltstone,36,0.0119
geology.rock,microgabbro,35,0.0115
geology.rock,stone,33,0.0109
geology.rock,lava,32,0.0106
geology.rock,granite,31,0.0102
geology.rock,conglomerate,31,0.0102
geology.rock,sediment,31,0.0102
geology.rock,tas,30,0.0099
geology.rock,diorite,30,0.0099
geology.rock,coal,29,0.0096
geology.rock,microgranite,28,0.0092
geology.rock,ironstone,25,0.0082
geology.rock,microdiorite,25,0.0082
geology.rock,metabasalt,24,0.0079
geology.rock,gravel,24,0.0079
geology.rock,quartzite,24,0.0079
geology.rock,sand,23,0.0076
geology.rock,rocks,22,0.0073
geology.rock,metamudstone,21,0.0069
geology.rock,schist,19,0.0063
geology.rock,syenite,18,0.0059
geology.rock,clay,18,0.0059
geology.rock,folk,18,0.0059
geology.rock,mud,17,0.0056
geology.rock,trachyte,16,0.0053
geology.rock,metalava,16,0.0053
geology.rock,grainstone,16,0.0053
geology.rock,packstone,16,0.0053
geology.rock,wackestone,16,0.0053
geology.rock,dolostone,16,0.0053
geology.rock,norite,16,0.0053
geology.rock,waste,15,0.0049
geology.rock,metagranite,15,0.0049
geology.rock,metalimestone,15,0.0049
geology.rock,felsite,14,0.0046
geology.rock,boundstone,14,0.0046
geology.rock,dolerite,14,0.0046
geology.rock,granodiorite,14,0.0046
geology.rock,arenite,14,0.0046
geology.rock,gneiss,14,0.0046
geology.rock,metagabbro,13,0.0043
geology.rock,metatuff,13,0.0043
geology.rock,metasandstone,13,0.0043
geology.rock,phosphorite,13,0.0043
geology.rock,vein,12,0.0040
geology.rock,microgranodiorite,12,0.0040
geology.rock,lamproite,12,0.0040
law,law,353,0.1654
law,act,81,0.0380
law,legislation,39,0.0183
law,states,37,0.0173
law,decree,35,0.0164
law,germany,30,0.0141
law,laws,28,0.0131
law,agreement,28,0.0131
law,france,25,0.0117
law,constitution,24,0.0112
law,code,23,0.0108
law,union,23,0.0108
law,india,21,0.0098
law,rights,20,0.0094
law,regulations,20,0.0094
law,regulation,19,0.0089
law,treaty,19,0.0089
law,order,18,0.0084
law,china,15,0.0070
law,ban,14,0.0066
law,right,13,0.0061
law,kingdom,12,0.0056
law,suffrage,12,0.0056
law,indonesia,12,0.0056
medicine.all,ctcae,9369,0.0591
medicine.all,gene,7097,0.0448
medicine.all,allele,6530,0.0412
medicine.all,question,5329,0.0336
medicine.all,measurement,4565,0.0288
medicine.all,carcinoma,2678,0.0169
medicine.all,terminology,2223,0.0140
medicine.all,hydrochloride,1819,0.0115
medicine.all,regimen,1757,0.0111
medicine.all,protein,1569,0.0099
medicine.all,neoplasm,1558,0.0098
medicine.all,score,1359,0.0086
medicine.all,mutation,1177,0.0074
medicine.all,tumor,1081,0.0068
medicine.all,lymphoma,1074,0.0068
medicine.all,cell,862,0.0054
medicine.all,syndrome,846,0.0053
medicine.all,device,758,0.0048
medicine.all,adenocarcinoma,727,0.0046
medicine.all,pathway,713,0.0045
medicine.all,code,696,0.0044
medicine.all,indicator,671,0.0042
medicine.all,result,658,0.0042
medicine.all,sodium,650,0.0041
medicine.all,positive,641,0.0040
medicine.all,finding,613,0.0039
medicine.all,vaccine,612,0.0039
medicine.all,cells,602,0.0038
medicine.all,entity,595,0.0038
medicine.all,therapy,560,0.0035
medicine.all,count,544,0.0034
medicine.all,language,491,0.0031
medicine.all,present,488,0.0031
medicine.all,method,486,0.0031
medicine.all,vincristine,477,0.0030
medicine.all,identifier,476,0.0030
medicine.all,stage,473,0.0030
medicine.all,system,462,0.0029
medicine.all,unit,455,0.0029
medicine.all,acid,448,0.0028
medicine.all,sarcoma,419,0.0026
medicine.all,rearrangement,418,0.0026
medicine.all,artery,384,0.0024
medicine.all,day,369,0.0023
medicine.all,test,368,0.0023
medicine.all,product,363,0.0023
medicine.all,response,357,0.0023
medicine.all,questionnaire,344,0.0022
medicine.all,antigen,344,0.0022
medicine.all,negative,342,0.0022
medicine.all,anhydrous,333,0.0021
medicine.all,domain,328,0.0021
medicine.all,factor,322,0.0020
medicine.all,administration,319,0.0020
medicine.all,leukemia,312,0.0020
medicine.all,gland,312,0.0020
medicine.all,time,305,0.0019
medicine.all,antibody,300,0.0019
medicine.all,inhibitor,298,0.0019
medicine.all,status,295,0.0019
medicine.all,name,288,0.0018
medicine.all,receptor,279,0.0018
medicine.all,agent,278,0.0018
medicine.all,scale,267,0.0017
medicine.all,pain,263,0.0017
medicine.all,infection,256,0.0016
medicine.all,grade,252,0.0016
medicine.all,lymphocytes,251,0.0016
medicine.all,word,251,0.0016
medicine.all,deficiency,251,0.0016
medicine.all,acetate,251,0.0016
medicine.all,number,251,0.0016
medicine.all,date,249,0.0016
medicine.all,assessment,239,0.0015
medicine.all,pollen,238,0.0015
medicine.all,melanoma,236,0.0015
medicine.all,adenoma,234,0.0015
medicine.all,sulfate,233,0.0015
medicine.all,eye,229,0.0014
medicine.all,mouse,228,0.0014
medicine.all,documentation,224,0.0014
medicine.all,lesion,223,0.0014
medicine.all,alfa,223,0.0014
medicine.all,tissue,221,0.0014
medicine.all,table,216,0.0014
medicine.all,procedure,215,0.0014
medicine.all,study,215,0.0014
medicine.all,oil,215,0.0014
medicine.all,analysis,213,0.0013
medicine.all,problem,210,0.0013
medicine.all,activities,207,0.0013
medicine.all,variant,202,0.0013
medicine.all,site,199,0.0013
medicine.all,index,196,0.0012
medicine.all,monohydrate,194,0.0012
medicine.all,category,192,0.0012
medicine.all,mesylate,191,0.0012
medicine.all,report,185,0.0012
medicine.all,milliliter,182,0.0011
medicine.all,mirna,182,0.0011
medicine.all,region,182,0.0011
medicine.all,assay,178,0.0011
medicine.all,muscle,176,0.0011
medicine.all,expression,174,0.0011
medicine.all,member,173,0.0011
medicine.all,dose,172,0.0011
medicine.all,family,172,0.0011
medicine.all,imaging,172,0.0011
medicine.all,alpha,168,0.0011
medicine.all,pattern,167,0.0011
medicine.all,skin,164,0.0010
medicine.all,weight,164,0.0010
medicine.all,cancer,162,0.0010
medicine.all,description,162,0.0010
medicine.all,beta,160,0.0010
medicine.all,injury,159,0.0010
medicine.all,area,159,0.0010
medicine.all,rate,159,0.0010
medicine.all,kinase,158,0.0010
medicine.all,side,153,0.0010
medicine.all,percent,152,0.0010
medicine.all,specified,151,0.0010
medicine.all,squared,150,0.0009
medicine.all,version,150,0.0009
medicine.all,cyst,147,0.0009
medicine.all,maleate,147,0.0009
medicine.all,surgery,146,0.0009
medicine.all,life,146,0.0009
medicine.all,hyperplasia,146,0.0009
medicine.all,peptide,145,0.0009
medicine.all,range,145,0.0009
medicine.all,fish,145,0.0009
medicine.all,nodes,142,0.0009
medicine.all,treatment,140,0.0009
medicine.all,phosphate,140,0.0009
medicine.all,homolog,138,0.0009
medicine.all,mitochondrial,138,0.0009
medicine.all,chloride,138,0.0009
medicine.all,hours,137,0.0009
medicine.all,node,137,0.0009
medicine.all,dihydrochloride,137,0.0009
medicine.all,paclitaxel,136,0.0009
medicine.all,vein,136,0.0009
medicine.all,format,135,0.0009
medicine.all,calcium,134,0.0008
medicine.all,subunit,134,0.0008
medicine.all,remission,134,0.0008
medicine.all,work,132,0.0008
medicine.all,meningioma,132,0.0008
medicine.all,chain,131,0.0008
medicine.all,event,129,0.0008
medicine.all,condition,127,0.0008
medicine.all,tract,126,0.0008
medicine.all,severity,125,0.0008
medicine.all,research,125,0.0008
medicine.all,dysplasia,124,0.0008
medicine.all,exposure,124,0.0008
medicine.all,center,124,0.0008
medicine.all,neoplasia,124,0.0008
medicine.all,supplement,123,0.0008
medicine.all,differentiation,121,0.0008
medicine.all,virus,119,0.0008
medicine.all,bromide,119,0.0008
medicine.all,criteria,118,0.0007
medicine.all,lymphocyte,118,0.0007
medicine.all,performed,117,0.0007
medicine.all,sites,117,0.0007
medicine.all,foot,116,0.0007
medicine.all,astrocytoma,116,0.0007
medicine.all,kilogram,115,0.0007
medicine.all,bone,115,0.0007
medicine.all,fluid,114,0.0007
medicine.all,trial,110,0.0007
medicine.all,shoulder,109,0.0007
medicine.all,fumarate,109,0.0007
medicine.all,duration,108,0.0007
medicine.all,dataset,108,0.0007
medicine.all,nmcga,107,0.0007
medicine.all,sargramostim,106,0.0007
medicine.all,extremity,106,0.0007
medicine.all,illness,106,0.0007
medicine.all,facility,105,0.0007
medicine.all,tartrate,105,0.0007
medicine.all,failure,104,0.0007
medicine.all,complex,104,0.0007
medicine.all,amplification,104,0.0007
medicine.all,body,104,0.0007
medicine.all,limb,103,0.0007
medicine.all,hemorrhage,102,0.0006
medicine.all,hip,102,0.0006
medicine.all,hemangioma,102,0.0006
medicine.all,hand,101,0.0006
medicine.all,biopsy,101,0.0006
medicine.all,glioma,100,0.0006
medicine.all,rhabdomyosarcoma,99,0.0006
medicine.all,breast,98,0.0006
medicine.all,involvement,98,0.0006
medicine.all,citrate,97,0.0006
medicine.all,frequency,97,0.0006
medicine.all,unknown,95,0.0006
medicine.all,program,95,0.0006
medicine.all,set,95,0.0006
medicine.all,nevus,95,0.0006
medicine.all,formation,94,0.0006
medicine.all,specimen,94,0.0006
medicine.all,gram,93,0.0006
medicine.all,answer,93,0.0006
medicine.all,interleukin,92,0.0006
medicine.all,vinblastine,91,0.0006
medicine.all,energy,91,0.0006
medicine.all,mass,91,0.0006
medicine.all,papilloma,91,0.0006
medicine.all,polyp,90,0.0006
medicine.all,week,89,0.0006
medicine.all,sequencing,89,0.0006
medicine.all,inhibition,89,0.0006
medicine.all,chromosome,89,0.0006
medicine.all,resource,89,0.0006
medicine.all,joint,88,0.0006
medicine.all,epithelium,88,0.0006
medicine.all,trimester,88,0.0006
medicine.all,intervention,87,0.0005
medicine.all,lifetime,87,0.0005
medicine.all,teratoma,87,0.0005
medicine.all,diagnosis,86,0.0005
medicine.all,volume,86,0.0005
medicine.all,hour,86,0.0005
medicine.all,leiomyosarcoma,84,0.0005
medicine.all,testing,83,0.0005
medicine.all,complication,82,0.0005
medicine.all,ratio,82,0.0005
medicine.all,health,82,0.0005
medicine.all,covid,82,0.0005
medicine.all,problems,81,0.0005
medicine.all,extract,81,0.0005
medicine.all,leg,81,0.0005
medicine.all,liposarcoma,81,0.0005
medicine.all,minute,80,0.0005
medicine.all,second,79,0.0005
medicine.all,tube,79,0.0005
medicine.all,material,78,0.0005
medicine.all,dihydrate,78,0.0005
medicine.all,bilateral,78,0.0005
medicine.all,things,77,0.0005
medicine.all,potassium,77,0.0005
medicine.all,label,77,0.0005
medicine.all,interval,76,0.0005
medicine.all,stenosis,75,0.0005
medicine.all,flavor,75,0.0005
medicine.all,months,75,0.0005
medicine.all,edema,75,0.0005
medicine.all,nerve,75,0.0005
medicine.all,data,74,0.0005
medicine.all,tired,74,0.0005
medicine.all,care,73,0.0005
medicine.all,like,73,0.0005
medicine.all,plasma,73,0.0005
medicine.all,knee,73,0.0005
medicine.all,identified,73,0.0005
medicine.all,home,72,0.0005
medicine.all,information,72,0.0005
medicine.all,attempt,72,0.0005
medicine.all,concentration,72,0.0005
medicine.all,location,72,0.0005
medicine.all,text,72,0.0005
medicine.all,relationship,72,0.0005
medicine.all,lung,72,0.0005
medicine.all,tamoxifen,71,0.0004
medicine.all,methotrexate,71,0.0004
medicine.all,neck,71,0.0004
medicine.all,liter,71,0.0004
medicine.all,effect,71,0.0004
medicine.all,cavity,70,0.0004
